COUNTRYCODE,IIN,CLASSIC_PLATINUM, CONS_CORP_BIN,INTERCHANGE_RATE,INTERCHANGE_PERCENT_RATE,INTERCHANGE_FLAT_RATE,ISSUING_BANK,CARD_SCHEME_BIN,CRED_DEB_BIN,KEY,$COST
US,488854,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Oconee State Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,442939,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,First Community Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,429136,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Tennessee Valley Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,426545,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Newtown Savings Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,419499,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Summit Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,448849,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Family Security Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,445220,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Twinstar Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,421712,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Inspirus Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,414094,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Hawaii State Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,447231,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Firefighters Community Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,448844,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,American Airlines Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,415235,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Point Breeze Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,468030,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Allegiance Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,486169,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Wings Financial Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,445256,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Onpoint Community Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,429123,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,SIU Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,435101,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Boston Private Bank & Trust Company ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,486741,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Frederick County Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,429868,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Noble Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,429672,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Community America Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,469091,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Oregon Community Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,412046,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Utah Community Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,414398,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Green Dot Bank DBA Bonneville Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,476559,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,South Florida Educational Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,415384,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Gesa Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,405506,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Community State Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,442964,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Mazuma Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,429117,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Baxter Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,475820,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,University First Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,443242,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Sound Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,447722,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Malvern Federal Savings Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,421077,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Greylock Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,474665,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,First Financial Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,430682,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Atlanta Postal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,449210,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Alaska USA Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,448209,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Wright Patman Congressional Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,402126,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,NBH Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,426629,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Washington State Employees Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,413013,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Agriculture Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,415982,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Municipal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,477801,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,San Francisco Fire Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,423816,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Veridian Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,415823,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Police & Fire Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,430586,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Pennsylvania State Employees Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,413186,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Bank Fund Staff Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,413020,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Schools Financial Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,424721,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Pacific Marine Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,443651,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Assemblies of God Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,415342,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Redwood Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,405428,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,University Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,423999,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Rogue Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,440843,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,First Dakota National Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,413022,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Hudson Valley Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,442562,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Yakima Federal Savings and Loan Association ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,417032,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Spokane Firefighters Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,472353,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,U S #1364 Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,430605,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Affinity Plus Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,405418,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Neighborhood Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,418295,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,CrossFirst Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,416832,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Arizona Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,404388,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,RCB Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,407204,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,University of Wisconsin Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,423817,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Michigan State University Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,439911,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,United Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,477351,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Alliant Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,414314,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,First United Bank and Trust Company ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,447669,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Texas Dow Employees Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,478985,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Nuvision Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,421010,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,San Mateo Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,442630,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Columbia State Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,413484,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Sea Comm Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,422866,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Capitol Federal Savings Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,438787,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Nassau Educators Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,449477,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Tinker Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,418021,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,United Nations Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,409589,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Philadelphia Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,401350,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Metropolitan Commercial Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,429444,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Citizens and Farmers Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,443547,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Union Bank & trust ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,443178,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Westerra Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,405610,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Truliant Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,430552,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,The Summit Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,428733,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,iQ Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,403240,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Freedom Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,483480,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Glacier Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,401842,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,The First Bank and Trust Company ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,415490,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Travis Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,463569,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Guaranty Bank and Trust Company ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,423568,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,San Diego County Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,480344,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Signet Federal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,423651,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Listerhill Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,477778,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Royal Credit Union ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,407624,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Service Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,404916,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Independent Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,494139,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Jeanne D Arc Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,476186,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Verity Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,445400,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,ProFed Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,418021,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,United Nations Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,468451,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,American Airlines Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,424721,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Pacific Marine Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,435336,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Trustone Financial Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,440881,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,USAlliance Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,418505,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Bellco Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,486169,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Wings Financial Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,480309,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Credit Union of Southern California,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,420685,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,University of Michigan Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,402020,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,State Employees Credit Union of Maryland Inc.,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,447581,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Tri Counties Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,430605,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Affinity Plus Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,427088,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Suncoast Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,475543,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Washington Gas Light Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,410836,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Northwest Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,401171,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Delta Community Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,466131,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,The Bancorp Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,449210,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Alaska USA Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,449501,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Corning Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,409490,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Pittsford Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,448251,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Members 1ST Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,478662,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,BOKF National Association,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,469542,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Community Choice Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,443113,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Unify Financial Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,449220,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Homestreet Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,443533,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Del Norte Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,435137,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Golden Eagle Community Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,476559,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,South Florida Educational Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,420477,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,TruWest Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,415380,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Evangelical Christian Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,429420,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Digital Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,450268,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Spencer Savings Bank SLA,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,404388,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,RCB Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,422866,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Capitol Federal Savings Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,463684,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,I.L.W.U. Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,475824,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,America First Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,415982,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Municipal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,429117,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Baxter Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,420027,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,First Bank & Trust,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,477555,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,1ST Advantage Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,402347,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Mountain America Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,435791,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Wildfire Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,442925,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Frick Tri-County Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,468426,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,United Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,436198,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Card Services for Credit Unions Inc.,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,474643,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,Telhio Credit Union Inc.,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
US,403239,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Debit,0.01650,0.15,The Cape Cod Five Cents Savings Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.1665
